stem,query_id,regime,specificity,polarity,correct_in_n_runs,decision_unanimous,matched_set_identical,sets
S-RUS-TRANSL-33-ICAO-005,S-RUS-TRANSL-33-ICAO-005,icao,3-3,positive,3,True,True,30517 | 30517 | 30517
S-RUS-TRANSL-33-ICAO-006,S-RUS-TRANSL-33-ICAO-006,icao,3-3,positive,3,True,True,50216 | 50216 | 50216
S-RUS-TRANSL-33-ICAO-007,S-RUS-TRANSL-33-ICAO-007,icao,3-3,positive,3,True,True,42196 | 42196 | 42196
S-RUS-TRANSL-33-ICAO-008,S-RUS-TRANSL-33-ICAO-008,icao,3-3,positive,3,True,True,35226 | 35226 | 35226
S-RUS-TRANSL-33-ICAO-009,S-RUS-TRANSL-33-ICAO-009,icao,3-3,positive,3,True,True,20920 | 20920 | 20920
S-RUS-TRANSL-33-ICAO-010,S-RUS-TRANSL-33-ICAO-010,icao,3-3,positive,3,True,True,35399 | 35399 | 35399
S-RUS-TRANSL-33-ICAO-011,S-RUS-TRANSL-33-ICAO-011,icao,3-3,positive,3,True,True,35414 | 35414 | 35414
S-RUS-TRANSL-33-ICAO-012,S-RUS-TRANSL-33-ICAO-012,icao,3-3,positive,3,True,True,45862 | 45862 | 45862
S-RUS-TRANSL-33-ICAO-013,S-RUS-TRANSL-33-ICAO-013,icao,3-3,positive,3,True,True,34577 | 34577 | 34577
S-RUS-TRANSL-33-ICAO-014,S-RUS-TRANSL-33-ICAO-014,icao,3-3,positive,3,True,True,37812 | 37812 | 37812
S-RUS-TRANSL-33-ICAO-015,S-RUS-TRANSL-33-ICAO-015,icao,3-3,positive,3,True,True,37853 | 37853 | 37853
S-RUS-TRANSL-33-ICAO-016,S-RUS-TRANSL-33-ICAO-016,icao,3-3,positive,3,True,True,37178 | 37178 | 37178
S-RUS-TRANSL-33-ICAO-017,S-RUS-TRANSL-33-ICAO-017,icao,3-3,positive,3,True,True,48774 | 48774 | 48774
S-RUS-TRANSL-33-ICAO-018,S-RUS-TRANSL-33-ICAO-018,icao,3-3,positive,3,True,True,37116 | 37116 | 37116
S-RUS-TRANSL-33-ICAO-019,S-RUS-TRANSL-33-ICAO-019,icao,3-3,positive,3,True,True,50272 | 50272 | 50272
S-RUS-TRANSL-33-ICAO-020,S-RUS-TRANSL-33-ICAO-020,icao,3-3,positive,3,True,True,39215 | 39215 | 39215
S-RUS-TRANSL-33-ICAO-021,S-RUS-TRANSL-33-ICAO-021,icao,3-3,positive,3,True,True,50230 | 50230 | 50230
S-RUS-TRANSL-33-ICAO-022,S-RUS-TRANSL-33-ICAO-022,icao,3-3,positive,3,True,True,35463 | 35463 | 35463
S-RUS-TRANSL-33-ICAO-023,S-RUS-TRANSL-33-ICAO-023,icao,3-3,positive,3,True,True,51948 | 51948 | 51948
S-RUS-TRANSL-33-ICAO-024,S-RUS-TRANSL-33-ICAO-024,icao,3-3,positive,3,True,True,45702 | 45702 | 45702
S-RUS-TRANSL-33-ICAO-025,S-RUS-TRANSL-33-ICAO-025,icao,3-3,positive,3,True,True,31454 | 31454 | 31454
S-RUS-TRANSL-33-ICAO-026,S-RUS-TRANSL-33-ICAO-026,icao,3-3,positive,3,True,True,35610 | 35610 | 35610
S-RUS-TRANSL-33-ICAO-027,S-RUS-TRANSL-33-ICAO-027,icao,3-3,positive,3,True,True,35013 | 35013 | 35013
S-RUS-TRANSL-33-ICAO-028,S-RUS-TRANSL-33-ICAO-028,icao,3-3,positive,3,True,True,51852 | 51852 | 51852
S-RUS-TRANSL-33-ICAO-029,S-RUS-TRANSL-33-ICAO-029,icao,3-3,positive,3,True,True,50404 | 50404 | 50404
S-RUS-TRANSL-33-ICAO-030,S-RUS-TRANSL-33-ICAO-030,icao,3-3,positive,3,True,True,35501 | 35501 | 35501
S-RUS-TRANSL-33-ICAO-031,S-RUS-TRANSL-33-ICAO-031,icao,3-3,positive,3,True,True,34658 | 34658 | 34658
S-RUS-TRANSL-33-ICAO-032,S-RUS-TRANSL-33-ICAO-032,icao,3-3,positive,3,True,True,37003 | 37003 | 37003
S-RUS-TRANSL-33-ICAO-033,S-RUS-TRANSL-33-ICAO-033,icao,3-3,positive,3,True,True,48767 | 48767 | 48767
S-RUS-TRANSL-33-ICAO-034,S-RUS-TRANSL-33-ICAO-034,icao,3-3,positive,3,True,True,36793 | 36793 | 36793
S-RUS-TRANSL-33-ICAO-035,S-RUS-TRANSL-33-ICAO-035,icao,3-3,positive,3,True,True,38078 | 38078 | 38078
S-RUS-TRANSL-33-ICAO-036,S-RUS-TRANSL-33-ICAO-036,icao,3-3,positive,3,True,True,36792 | 36792 | 36792
S-RUS-TRANSL-33-ICAO-037,S-RUS-TRANSL-33-ICAO-037,icao,3-3,positive,3,True,True,35603 | 35603 | 35603
S-RUS-TRANSL-33-ICAO-038,S-RUS-TRANSL-33-ICAO-038,icao,3-3,positive,3,True,True,36786 | 36786 | 36786
S-RUS-TRANSL-33-ICAO-039,S-RUS-TRANSL-33-ICAO-039,icao,3-3,positive,3,True,True,9761 | 9761 | 9761
S-RUS-TRANSL-33-ICAO-040,S-RUS-TRANSL-33-ICAO-040,icao,3-3,positive,3,True,True,36798 | 36798 | 36798
S-RUS-TRANSL-33-ICAO-041,S-RUS-TRANSL-33-ICAO-041,icao,3-3,positive,3,True,True,35630 | 35630 | 35630
S-RUS-TRANSL-33-ICAO-042,S-RUS-TRANSL-33-ICAO-042,icao,3-3,positive,3,True,True,35620 | 35620 | 35620
S-RUS-TRANSL-33-ICAO-043,S-RUS-TRANSL-33-ICAO-043,icao,3-3,positive,3,True,True,41439 | 41439 | 41439
S-RUS-TRANSL-33-ICAO-044,S-RUS-TRANSL-33-ICAO-044,icao,3-3,positive,3,True,True,22411 | 22411 | 22411
S-RUS-TRANSL-33-ICAO-045,S-RUS-TRANSL-33-ICAO-045,icao,3-3,positive,3,True,True,31950 | 31950 | 31950
S-RUS-TRANSL-33-ICAO-046,S-RUS-TRANSL-33-ICAO-046,icao,3-3,positive,3,True,True,36996 | 36996 | 36996
S-RUS-TRANSL-33-ICAO-047,S-RUS-TRANSL-33-ICAO-047,icao,3-3,positive,3,True,True,35639 | 35639 | 35639
S-RUS-TRANSL-33-ICAO-048,S-RUS-TRANSL-33-ICAO-048,icao,3-3,positive,3,True,True,30545 | 30545 | 30545
S-RUS-TRANSL-33-ICAO-049,S-RUS-TRANSL-33-ICAO-049,icao,3-3,positive,3,True,True,44882 | 44882 | 44882
S-RUS-TRANSL-33-ICAO-050,S-RUS-TRANSL-33-ICAO-050,icao,3-3,positive,3,True,True,37841 | 37841 | 37841
S-RUS-TRANSL-33-ICAO-051,S-RUS-TRANSL-33-ICAO-051,icao,3-3,positive,3,True,True,37328 | 37328 | 37328
S-RUS-TRANSL-33-ICAO-052,S-RUS-TRANSL-33-ICAO-052,icao,3-3,positive,3,True,True,41050 | 41050 | 41050
S-RUS-TRANSL-33-ICAO-053,S-RUS-TRANSL-33-ICAO-053,icao,3-3,positive,3,True,True,39212 | 39212 | 39212
S-RUS-TRANSL-33-ICAO-054,S-RUS-TRANSL-33-ICAO-054,icao,3-3,positive,3,True,True,40119 | 40119 | 40119
S-RUS-TRANSL-33-ICAO-055,S-RUS-TRANSL-33-ICAO-055,icao,3-3,positive,3,True,True,35242 | 35242 | 35242
S-RUS-TRANSL-33-ICAO-056,S-RUS-TRANSL-33-ICAO-056,icao,3-3,positive,3,True,True,36809 | 36809 | 36809
S-RUS-TRANSL-33-ICAO-057,S-RUS-TRANSL-33-ICAO-057,icao,3-3,positive,3,True,True,16949 | 16949 | 16949
S-RUS-TRANSL-33-ICAO-058,S-RUS-TRANSL-33-ICAO-058,icao,3-3,positive,3,True,True,36803 | 36803 | 36803
S-RUS-TRANSL-33-ICAO-059,S-RUS-TRANSL-33-ICAO-059,icao,3-3,positive,3,True,True,36483 | 36483 | 36483
S-RUS-TRANSL-33-ICAO-060,S-RUS-TRANSL-33-ICAO-060,icao,3-3,positive,3,True,True,37335 | 37335 | 37335
S-RUS-TRANSL-33-ICAO-061,S-RUS-TRANSL-33-ICAO-061,icao,3-3,positive,3,True,True,37337 | 37337 | 37337
S-RUS-TRANSL-33-ICAO-062,S-RUS-TRANSL-33-ICAO-062,icao,3-3,positive,3,True,True,37729 | 37729 | 37729
S-RUS-TRANSL-33-ICAO-063,S-RUS-TRANSL-33-ICAO-063,icao,3-3,positive,3,True,True,36480 | 36480 | 36480
S-RUS-TRANSL-33-ICAO-064,S-RUS-TRANSL-33-ICAO-064,icao,3-3,positive,3,True,True,51957 | 51957 | 51957
S-RUS-TRANSL-33-ICAO-065,S-RUS-TRANSL-33-ICAO-065,icao,3-3,positive,3,True,True,35672 | 35672 | 35672
S-RUS-TRANSL-33-ICAO-066,S-RUS-TRANSL-33-ICAO-066,icao,3-3,positive,3,True,True,35676 | 35676 | 35676
S-RUS-TRANSL-33-ICAO-067,S-RUS-TRANSL-33-ICAO-067,icao,3-3,positive,3,True,True,40572 | 40572 | 40572
S-RUS-TRANSL-33-ICAO-068,S-RUS-TRANSL-33-ICAO-068,icao,3-3,positive,3,True,True,37340 | 37340 | 37340
S-RUS-TRANSL-33-ICAO-069,S-RUS-TRANSL-33-ICAO-069,icao,3-3,positive,3,True,True,44142 | 44142 | 44142
S-RUS-TRANSL-33-ICAO-070,S-RUS-TRANSL-33-ICAO-070,icao,3-3,positive,3,True,True,35398 | 35398 | 35398
S-RUS-TRANSL-33-ICAO-071,S-RUS-TRANSL-33-ICAO-071,icao,3-3,positive,3,True,True,33401 | 33401 | 33401
S-RUS-TRANSL-33-ICAO-072,S-RUS-TRANSL-33-ICAO-072,icao,3-3,positive,3,True,True,38616 | 38616 | 38616
S-RUS-TRANSL-33-ICAO-073,S-RUS-TRANSL-33-ICAO-073,icao,3-3,positive,3,True,True,41051 | 41051 | 41051
S-RUS-TRANSL-33-ICAO-074,S-RUS-TRANSL-33-ICAO-074,icao,3-3,positive,3,True,True,16670 | 16670 | 16670
S-RUS-TRANSL-33-ICAO-075,S-RUS-TRANSL-33-ICAO-075,icao,3-3,positive,3,True,True,50973 | 50973 | 50973
S-RUS-TRANSL-33-ICAO-076,S-RUS-TRANSL-33-ICAO-076,icao,3-3,positive,3,True,True,36829 | 36829 | 36829
S-RUS-TRANSL-33-ICAO-077,S-RUS-TRANSL-33-ICAO-077,icao,3-3,positive,3,True,True,35766 | 35766 | 35766
S-RUS-TRANSL-33-ICAO-078,S-RUS-TRANSL-33-ICAO-078,icao,3-3,positive,3,True,True,40661 | 40661 | 40661
S-RUS-TRANSL-33-ICAO-079,S-RUS-TRANSL-33-ICAO-079,icao,3-3,positive,3,True,True,36836 | 36836 | 36836
S-RUS-TRANSL-33-ICAO-080,S-RUS-TRANSL-33-ICAO-080,icao,3-3,positive,3,True,True,40240 | 40240 | 40240
S-RUS-TRANSL-33-ICAO-081,S-RUS-TRANSL-33-ICAO-081,icao,3-3,positive,3,True,True,50603 | 50603 | 50603
S-RUS-TRANSL-33-ICAO-082,S-RUS-TRANSL-33-ICAO-082,icao,3-3,positive,3,True,True,36837 | 36837 | 36837
S-RUS-TRANSL-33-ICAO-083,S-RUS-TRANSL-33-ICAO-083,icao,3-3,positive,3,True,True,47779 | 47779 | 47779
S-RUS-TRANSL-33-ICAO-084,S-RUS-TRANSL-33-ICAO-084,icao,3-3,positive,3,True,True,35691 | 35691 | 35691
S-RUS-TRANSL-33-ICAO-085,S-RUS-TRANSL-33-ICAO-085,icao,3-3,positive,3,True,True,35421 | 35421 | 35421
S-RUS-TRANSL-33-ICAO-086,S-RUS-TRANSL-33-ICAO-086,icao,3-3,positive,3,True,True,37177 | 37177 | 37177
S-RUS-TRANSL-33-ICAO-087,S-RUS-TRANSL-33-ICAO-087,icao,3-3,positive,3,True,True,38799 | 38799 | 38799
S-RUS-TRANSL-33-ICAO-088,S-RUS-TRANSL-33-ICAO-088,icao,3-3,positive,3,True,True,48855 | 48855 | 48855
S-RUS-TRANSL-33-ICAO-089,S-RUS-TRANSL-33-ICAO-089,icao,3-3,positive,3,True,True,35027 | 35027 | 35027
S-RUS-TRANSL-33-ICAO-090,S-RUS-TRANSL-33-ICAO-090,icao,3-3,positive,3,True,True,31671 | 31671 | 31671
S-RUS-TRANSL-33-ICAO-091,S-RUS-TRANSL-33-ICAO-091,icao,3-3,positive,3,True,True,35404 | 35404 | 35404
S-RUS-TRANSL-33-ICAO-092,S-RUS-TRANSL-33-ICAO-092,icao,3-3,positive,3,True,True,37363 | 37363 | 37363
S-RUS-TRANSL-33-ICAO-093,S-RUS-TRANSL-33-ICAO-093,icao,3-3,positive,3,True,True,42874 | 42874 | 42874
S-RUS-TRANSL-33-ICAO-094,S-RUS-TRANSL-33-ICAO-094,icao,3-3,positive,3,True,True,35715 | 35715 | 35715
S-RUS-TRANSL-33-ICAO-095,S-RUS-TRANSL-33-ICAO-095,icao,3-3,positive,3,True,True,36957 | 36957 | 36957
S-RUS-TRANSL-33-ICAO-096,S-RUS-TRANSL-33-ICAO-096,icao,3-3,positive,3,True,True,36054 | 36054 | 36054
S-RUS-TRANSL-33-ICAO-097,S-RUS-TRANSL-33-ICAO-097,icao,3-3,positive,3,True,True,16673 | 16673 | 16673
S-RUS-TRANSL-33-ICAO-098,S-RUS-TRANSL-33-ICAO-098,icao,3-3,positive,3,True,True,39208 | 39208 | 39208
S-RUS-TRANSL-33-ICAO-099,S-RUS-TRANSL-33-ICAO-099,icao,3-3,positive,3,True,True,35530 | 35530 | 35530
S-RUS-TRANSL-33-ICAO-100,S-RUS-TRANSL-33-ICAO-100,icao,3-3,positive,3,True,True,35781 | 35781 | 35781
S-RUS-TRANSL-33-ICAO-101,S-RUS-TRANSL-33-ICAO-101,icao,3-3,positive,3,True,True,43538 | 43538 | 43538
S-RUS-TRANSL-33-ICAO-102,S-RUS-TRANSL-33-ICAO-102,icao,3-3,positive,3,True,True,35528 | 35528 | 35528
S-RUS-TRANSL-33-ICAO-103,S-RUS-TRANSL-33-ICAO-103,icao,3-3,positive,3,True,True,52260 | 52260 | 52260
S-RUS-TRANSL-33-ICAO-104,S-RUS-TRANSL-33-ICAO-104,icao,3-3,positive,3,True,True,50233 | 50233 | 50233
S-RUS-TRANSL-33-ICAO-105,S-RUS-TRANSL-33-ICAO-105,icao,3-3,positive,3,True,True,48859 | 48859 | 48859
S-RUS-TRANSL-33-ICAO-106,S-RUS-TRANSL-33-ICAO-106,icao,3-3,positive,3,True,True,16692 | 16692 | 16692
S-RUS-TRANSL-33-ICAO-107,S-RUS-TRANSL-33-ICAO-107,icao,3-3,positive,3,True,True,43094 | 43094 | 43094
S-RUS-TRANSL-33-ICAO-108,S-RUS-TRANSL-33-ICAO-108,icao,3-3,positive,3,True,True,37733 | 37733 | 37733
S-RUS-TRANSL-33-ICAO-109,S-RUS-TRANSL-33-ICAO-109,icao,3-3,positive,3,True,True,35484 | 35484 | 35484
S-RUS-TRANSL-33-ICAO-110,S-RUS-TRANSL-33-ICAO-110,icao,3-3,positive,3,True,True,36865 | 36865 | 36865
S-RUS-TRANSL-33-ICAO-111,S-RUS-TRANSL-33-ICAO-111,icao,3-3,positive,3,True,True,46549 | 46549 | 46549
S-RUS-TRANSL-33-ICAO-112,S-RUS-TRANSL-33-ICAO-112,icao,3-3,positive,3,True,True,35173 | 35173 | 35173
S-RUS-TRANSL-33-ICAO-113,S-RUS-TRANSL-33-ICAO-113,icao,3-3,positive,3,True,True,49515 | 49515 | 49515
S-RUS-TRANSL-33-ICAO-114,S-RUS-TRANSL-33-ICAO-114,icao,3-3,positive,3,True,True,46784 | 46784 | 46784
S-RUS-TRANSL-33-ICAO-115,S-RUS-TRANSL-33-ICAO-115,icao,3-3,positive,3,True,True,32751 | 32751 | 32751
S-RUS-TRANSL-33-ICAO-116,S-RUS-TRANSL-33-ICAO-116,icao,3-3,positive,3,True,True,35393 | 35393 | 35393
S-RUS-TRANSL-33-ICAO-117,S-RUS-TRANSL-33-ICAO-117,icao,3-3,positive,3,True,True,41001 | 41001 | 41001
S-RUS-TRANSL-33-ICAO-118,S-RUS-TRANSL-33-ICAO-118,icao,3-3,positive,3,True,True,35521 | 35521 | 35521
S-RUS-TRANSL-33-ICAO-119,S-RUS-TRANSL-33-ICAO-119,icao,3-3,positive,3,True,True,16710 | 16710 | 16710
S-RUS-TRANSL-33-ICAO-120,S-RUS-TRANSL-33-ICAO-120,icao,3-3,positive,3,True,True,10138 | 10138 | 10138
S-RUS-TRANSL-33-ICAO-121,S-RUS-TRANSL-33-ICAO-121,icao,3-3,positive,3,True,True,35517 | 35517 | 35517
S-RUS-TRANSL-33-ICAO-122,S-RUS-TRANSL-33-ICAO-122,icao,3-3,positive,3,True,True,45913 | 45913 | 45913
S-RUS-TRANSL-33-ICAO-123,S-RUS-TRANSL-33-ICAO-123,icao,3-3,positive,3,True,True,36478 | 36478 | 36478
S-RUS-TRANSL-33-ICAO-124,S-RUS-TRANSL-33-ICAO-124,icao,3-3,positive,3,True,True,35413 | 35413 | 35413
S-RUS-TRANSL-33-ICAO-125,S-RUS-TRANSL-33-ICAO-125,icao,3-3,positive,3,True,True,16655 | 16655 | 16655
S-RUS-TRANSL-33-ICAO-126,S-RUS-TRANSL-33-ICAO-126,icao,3-3,positive,3,True,True,41055 | 41055 | 41055
S-RUS-TRANSL-33-ICAO-127,S-RUS-TRANSL-33-ICAO-127,icao,3-3,positive,3,True,True,45821 | 45821 | 45821
S-RUS-TRANSL-33-ICAO-128,S-RUS-TRANSL-33-ICAO-128,icao,3-3,positive,3,True,True,35442 | 35442 | 35442
S-RUS-TRANSL-33-ICAO-129,S-RUS-TRANSL-33-ICAO-129,icao,3-3,positive,3,True,True,45060 | 45060 | 45060
S-RUS-TRANSL-33-ICAO-130,S-RUS-TRANSL-33-ICAO-130,icao,3-3,positive,3,True,True,33023 | 33023 | 33023
S-RUS-TRANSL-33-ICAO-131,S-RUS-TRANSL-33-ICAO-131,icao,3-3,positive,3,True,True,35511 | 35511 | 35511
S-RUS-TRANSL-33-ICAO-132,S-RUS-TRANSL-33-ICAO-132,icao,3-3,positive,3,True,True,41037 | 41037 | 41037
S-RUS-TRANSL-33-ICAO-133,S-RUS-TRANSL-33-ICAO-133,icao,3-3,positive,3,True,True,40244 | 40244 | 40244
S-RUS-TRANSL-33-ICAO-134,S-RUS-TRANSL-33-ICAO-134,icao,3-3,positive,3,True,True,35505 | 35505 | 35505
S-RUS-TRANSL-33-ICAO-135,S-RUS-TRANSL-33-ICAO-135,icao,3-3,positive,3,True,True,26723 | 26723 | 26723
S-RUS-TRANSL-33-ICAO-136,S-RUS-TRANSL-33-ICAO-136,icao,3-3,positive,3,True,True,47787 | 47787 | 47787
S-RUS-TRANSL-33-ICAO-137,S-RUS-TRANSL-33-ICAO-137,icao,3-3,positive,3,True,True,38158 | 38158 | 38158
S-RUS-TRANSL-33-ICAO-138,S-RUS-TRANSL-33-ICAO-138,icao,3-3,positive,3,True,True,36884 | 36884 | 36884
S-RUS-TRANSL-33-ICAO-139,S-RUS-TRANSL-33-ICAO-139,icao,3-3,positive,3,True,True,35580 | 35580 | 35580
S-RUS-TRANSL-33-ICAO-140,S-RUS-TRANSL-33-ICAO-140,icao,3-3,positive,3,True,True,37303 | 37303 | 37303
S-RUS-TRANSL-33-ICAO-141,S-RUS-TRANSL-33-ICAO-141,icao,3-3,positive,3,True,True,52616 | 52616 | 52616
S-RUS-TRANSL-33-ICAO-142,S-RUS-TRANSL-33-ICAO-142,icao,3-3,positive,3,True,True,34976 | 34976 | 34976
S-RUS-TRANSL-33-ICAO-143,S-RUS-TRANSL-33-ICAO-143,icao,3-3,positive,3,True,True,48879 | 48879 | 48879
S-RUS-TRANSL-33-ICAO-144,S-RUS-TRANSL-33-ICAO-144,icao,3-3,positive,3,True,True,22404 | 22404 | 22404
S-RUS-TRANSL-33-ICAO-145,S-RUS-TRANSL-33-ICAO-145,icao,3-3,positive,3,True,True,22404 | 22404 | 22404
S-RUS-TRANSL-33-ICAO-146,S-RUS-TRANSL-33-ICAO-146,icao,3-3,positive,3,True,True,16667 | 16667 | 16667
S-RUS-TRANSL-33-ICAO-147,S-RUS-TRANSL-33-ICAO-147,icao,3-3,positive,3,True,True,40133 | 40133 | 40133
S-RUS-TRANSL-33-ICAO-148,S-RUS-TRANSL-33-ICAO-148,icao,3-3,positive,3,True,True,16601 | 16601 | 16601
S-RUS-TRANSL-33-ICAO-149,S-RUS-TRANSL-33-ICAO-149,icao,3-3,positive,3,True,True,35451 | 35451 | 35451
S-RUS-TRANSL-33-ICAO-150,S-RUS-TRANSL-33-ICAO-150,icao,3-3,positive,3,True,True,9762 | 9762 | 9762
S-RUS-TRANSL-33-ICAO-151,S-RUS-TRANSL-33-ICAO-151,icao,3-3,positive,3,True,True,36896 | 36896 | 36896
S-RUS-UKR-TRANSL-OFFICIAL-32-001,S-RUS-UKR-TRANSL-OFFICIAL-32-001,rus_ukr,3-2,positive,3,True,True,36763 | 36763 | 36763
S-RUS-UKR-TRANSL-OFFICIAL-32-002,S-RUS-UKR-TRANSL-OFFICIAL-32-002,rus_ukr,3-2,positive,3,True,True,44540 | 44540 | 44540
S-RUS-UKR-TRANSL-OFFICIAL-32-003,S-RUS-UKR-TRANSL-OFFICIAL-32-003,rus_ukr,3-2,positive,3,True,True,32745 | 32745 | 32745
S-RUS-UKR-TRANSL-OFFICIAL-32-004,S-RUS-UKR-TRANSL-OFFICIAL-32-004,rus_ukr,3-2,positive,3,True,True,37844 | 37844 | 37844
S-RUS-UKR-TRANSL-OFFICIAL-32-005,S-RUS-UKR-TRANSL-OFFICIAL-32-005,rus_ukr,3-2,positive,3,True,True,30517 | 30517 | 30517
S-RUS-UKR-TRANSL-OFFICIAL-32-006,S-RUS-UKR-TRANSL-OFFICIAL-32-006,rus_ukr,3-2,positive,3,True,True,50216 | 50216 | 50216
S-RUS-UKR-TRANSL-OFFICIAL-32-007,S-RUS-UKR-TRANSL-OFFICIAL-32-007,rus_ukr,3-2,positive,3,True,True,42196 | 42196 | 42196
S-RUS-UKR-TRANSL-OFFICIAL-32-008,S-RUS-UKR-TRANSL-OFFICIAL-32-008,rus_ukr,3-2,positive,3,True,True,35226 | 35226 | 35226
S-RUS-UKR-TRANSL-OFFICIAL-32-009,S-RUS-UKR-TRANSL-OFFICIAL-32-009,rus_ukr,3-2,positive,3,True,True,20920 | 20920 | 20920
S-RUS-UKR-TRANSL-OFFICIAL-32-010,S-RUS-UKR-TRANSL-OFFICIAL-32-010,rus_ukr,3-2,positive,3,True,True,35399 | 35399 | 35399
S-RUS-UKR-TRANSL-OFFICIAL-32-011,S-RUS-UKR-TRANSL-OFFICIAL-32-011,rus_ukr,3-2,positive,3,True,True,35414 | 35414 | 35414
S-RUS-UKR-TRANSL-OFFICIAL-32-012,S-RUS-UKR-TRANSL-OFFICIAL-32-012,rus_ukr,3-2,positive,3,True,True,45862 | 45862 | 45862
S-RUS-UKR-TRANSL-OFFICIAL-32-013,S-RUS-UKR-TRANSL-OFFICIAL-32-013,rus_ukr,3-2,positive,3,True,True,34577 | 34577 | 34577
S-RUS-UKR-TRANSL-OFFICIAL-32-014,S-RUS-UKR-TRANSL-OFFICIAL-32-014,rus_ukr,3-2,positive,3,True,True,37812 | 37812 | 37812
S-RUS-UKR-TRANSL-OFFICIAL-32-015,S-RUS-UKR-TRANSL-OFFICIAL-32-015,rus_ukr,3-2,positive,3,True,True,37853 | 37853 | 37853
S-RUS-UKR-TRANSL-OFFICIAL-32-016,S-RUS-UKR-TRANSL-OFFICIAL-32-016,rus_ukr,3-2,positive,3,True,True,37178 | 37178 | 37178
S-RUS-UKR-TRANSL-OFFICIAL-32-017,S-RUS-UKR-TRANSL-OFFICIAL-32-017,rus_ukr,3-2,positive,3,True,True,48774 | 48774 | 48774
S-RUS-UKR-TRANSL-OFFICIAL-32-018,S-RUS-UKR-TRANSL-OFFICIAL-32-018,rus_ukr,3-2,positive,3,True,True,37116 | 37116 | 37116
S-RUS-UKR-TRANSL-OFFICIAL-32-019,S-RUS-UKR-TRANSL-OFFICIAL-32-019,rus_ukr,3-2,positive,3,True,True,50272 | 50272 | 50272
S-RUS-UKR-TRANSL-OFFICIAL-32-020,S-RUS-UKR-TRANSL-OFFICIAL-32-020,rus_ukr,3-2,positive,3,True,True,39215 | 39215 | 39215
S-RUS-UKR-TRANSL-OFFICIAL-32-021,S-RUS-UKR-TRANSL-OFFICIAL-32-021,rus_ukr,3-2,positive,3,True,True,50230 | 50230 | 50230
S-RUS-UKR-TRANSL-OFFICIAL-32-022,S-RUS-UKR-TRANSL-OFFICIAL-32-022,rus_ukr,3-2,positive,3,True,True,35463 | 35463 | 35463
S-RUS-UKR-TRANSL-OFFICIAL-32-023,S-RUS-UKR-TRANSL-OFFICIAL-32-023,rus_ukr,3-2,positive,3,True,True,51948 | 51948 | 51948
S-RUS-UKR-TRANSL-OFFICIAL-32-024,S-RUS-UKR-TRANSL-OFFICIAL-32-024,rus_ukr,3-2,positive,3,True,True,45702 | 45702 | 45702
S-RUS-UKR-TRANSL-OFFICIAL-32-025,S-RUS-UKR-TRANSL-OFFICIAL-32-025,rus_ukr,3-2,positive,3,True,True,31454 | 31454 | 31454
S-RUS-UKR-TRANSL-OFFICIAL-32-026,S-RUS-UKR-TRANSL-OFFICIAL-32-026,rus_ukr,3-2,positive,3,True,True,35610 | 35610 | 35610
S-RUS-UKR-TRANSL-OFFICIAL-32-027,S-RUS-UKR-TRANSL-OFFICIAL-32-027,rus_ukr,3-2,positive,3,True,True,35013 | 35013 | 35013
S-RUS-UKR-TRANSL-OFFICIAL-32-028,S-RUS-UKR-TRANSL-OFFICIAL-32-028,rus_ukr,3-2,positive,3,True,True,51852 | 51852 | 51852
S-RUS-UKR-TRANSL-OFFICIAL-32-029,S-RUS-UKR-TRANSL-OFFICIAL-32-029,rus_ukr,3-2,positive,3,True,True,50404 | 50404 | 50404
S-RUS-UKR-TRANSL-OFFICIAL-32-030,S-RUS-UKR-TRANSL-OFFICIAL-32-030,rus_ukr,3-2,positive,3,True,True,35501 | 35501 | 35501
S-RUS-UKR-TRANSL-OFFICIAL-32-031,S-RUS-UKR-TRANSL-OFFICIAL-32-031,rus_ukr,3-2,positive,3,True,True,34658 | 34658 | 34658
S-RUS-UKR-TRANSL-OFFICIAL-32-032,S-RUS-UKR-TRANSL-OFFICIAL-32-032,rus_ukr,3-2,positive,3,True,True,37003 | 37003 | 37003
S-RUS-UKR-TRANSL-OFFICIAL-32-033,S-RUS-UKR-TRANSL-OFFICIAL-32-033,rus_ukr,3-2,positive,3,True,True,48767 | 48767 | 48767
S-RUS-UKR-TRANSL-OFFICIAL-32-034,S-RUS-UKR-TRANSL-OFFICIAL-32-034,rus_ukr,3-2,positive,3,True,True,36793 | 36793 | 36793
S-RUS-UKR-TRANSL-OFFICIAL-32-035,S-RUS-UKR-TRANSL-OFFICIAL-32-035,rus_ukr,3-2,positive,3,True,True,38078 | 38078 | 38078
S-RUS-UKR-TRANSL-OFFICIAL-32-036,S-RUS-UKR-TRANSL-OFFICIAL-32-036,rus_ukr,3-2,positive,3,True,True,36792 | 36792 | 36792
S-RUS-UKR-TRANSL-OFFICIAL-32-037,S-RUS-UKR-TRANSL-OFFICIAL-32-037,rus_ukr,3-2,positive,3,True,True,35603 | 35603 | 35603
S-RUS-UKR-TRANSL-OFFICIAL-32-038,S-RUS-UKR-TRANSL-OFFICIAL-32-038,rus_ukr,3-2,positive,3,True,True,"26671,36786 | 26671,36786 | 26671,36786"
S-RUS-UKR-TRANSL-OFFICIAL-32-039,S-RUS-UKR-TRANSL-OFFICIAL-32-039,rus_ukr,3-2,positive,3,True,True,9761 | 9761 | 9761
